scientific_name,genus,sayer_name,id_difficulty,plant_part,season,best_in,forage_chart,sayer_rating,conservation,sayer_group,page_number,native,sub_location,toxic_lookalike,notes,
Urtica urens,Urtica,Dog nettle,2,leafy_greens,spring,spring,FP,3,2,32,539,y,,,,
Urtica urens,Urtica,Dog nettle,2,leafy_greens,fall,spring,FP,3,2,32,539,y,,,,
Urtica urens,Urtica,Dog nettle,2,steeped_beverage,spring,spring,FP,,,32,539,n,,,Boil dried or fresh leaves for tea,
Urtica urens,Urtica,Dog nettle,2,steeped_beverage,fall,spring,FP,,,32,539,n,,,Boil dried or fresh leaves for tea,
Rhexia virginica,Rhexia,Virginia meadow beauty,1,tuber,dormant,,"M, B",2,3,32,541,y,,,guessing seasonality,
Rhexia virginica,Rhexia,Virginia meadow beauty,1,leafy_greens,spring,,"M, B",2,2,32,541,y,,,,
Rhexia virginica,Rhexia,Virginia meadow beauty,1,leafy_greens,early_summer,,"M, B",2,2,32,541,y,,,,
Hypericum ascyron,Hypericum,Giant St. John's wort,2,shoot,mid_spring,,"FP, BL, TP",2,2,32,542,y,,,gather tender shoots,
Hypericum ascyron,Hypericum,Giant St. John's wort,2,shoot,late_spring,,"FP, BL, TP",2,2,32,542,y,,,gather tender shoots,
Lythrum salicaria,Lythrum,Purple loosestrife,2,leafy_greens,growing,spring/early_summer,,1,,32,543,i,,,gather young shoots and attached leaves,
Lythrum salicaria,Lythrum,Purple loosestrife,2,flower,mid_summer,,,1,,32,543,i,,,,
Lythrum salicaria,Lythrum,Purple loosestrife,2,flower,late_summer,,,1,,32,543,i,,,,
Stellaria graminea,Stellaria,Stitchwort,1,leafy_greens,spring,,"FD, YL",3,1,32,544,y,,,seasonality from field forage chart,
Stellaria graminea,Stellaria,Stitchwort,1,leafy_greens,late_fall,,"FD, YL",3,1,32,544,y,,,seasonality from field forage chart,
Stellaria graminea,Stellaria,Stitchwort,1,leafy_greens,winter,,"FD, YL",3,1,32,544,y,,,seasonality from field forage chart,
Stellaria media,Stellaria,Common chickweed,2,leafy_greens,growing,spring/fall,DS,3,,33,550,unknown,,,,
Stellaria pubera,Stellaria,Star chickweed,2,leafy_greens,growing,spring/fall,"DDFW, DS",3,,33,551,y,,,,
Stellaria aquatica,Stellaria,Water chickweed,1,leafy_greens,growing,spring/fall,DS,3,,33,552,i,,,,
Cerastium fontanum,Cerastium,Mouse-ear chickweed,1,leafy_greens,growing,spring/fall,,1,,33,552,unknown,,,,
Phlox divaricata,Phlox,Woodland phlox,1,leafy_greens,spring,,"DDFW, FP",3,2,33,555,y,,,,
Phlox divaricata,Phlox,Woodland phlox,1,leafy_greens,early_summer,,"DDFW, FP",3,2,33,555,y,,,,
Phlox divaricata,Phlox,Woodland phlox,1,flower,spring,,"DDFW, FP",3,2,33,555,y,,,,
Phlox divaricata,Phlox,Woodland phlox,1,flower,early_summer,,"DDFW, FP",3,2,33,555,y,,,,
Asclepias syriaca,Asclepias,Common milkweed,3,shoot,spring,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias syriaca,Asclepias,Common milkweed,3,leafy_greens,early_summer,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias syriaca,Asclepias,Common milkweed,3,bulb,early_summer,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias syriaca,Asclepias,Common milkweed,3,bulb,mid_summer,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias syriaca,Asclepias,Common milkweed,3,pod,mid_summer,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias syriaca,Asclepias,Common milkweed,3,pod,late_summer,,"FD, BL, TP, SMGP",2,,33,556,,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,shoot,spring,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,leafy_greens,early_summer,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,bulb,early_summer,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,bulb,mid_summer,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,pod,mid_summer,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Asclepias exaltata,Asclepias,Poke milkweed,3,pod,late_summer,,"DDFW, FD, SMGP",2,,33,556,y,,Common dogbane,,
Pilea pumila,Pilea,Clearweed,2,leafy_greens,spring,,"MF, FP, DS",2,2,34,560,y,,,,
Pilea pumila,Pilea,Clearweed,2,leafy_greens,early_summer,,"MF, FP, DS",2,2,34,560,y,,,,
Pilea pumila,Pilea,Clearweed,2,leafy_greens,growing,,"MF, FP, DS",2,2,34,560,y,,,,
Boehmeria cylindrica,Boehmeria,False nettle,2,leafy_greens,spring,,"FP, M",2,2,34,561,y,,,,
Boehmeria cylindrica,Boehmeria,False nettle,2,shoot,spring,,"FP, M",2,2,34,561,y,,,,
Boehmeria cylindrica,Boehmeria,False nettle,2,steeped_beverage,growing,,"FP, M",,2,34,561,y,,,gather leaves and shoots for tea,
Galinsoga,Galinsoga,Quickweed,1,leafy_greens,late_spring,,DS,3,,34,562,unknown,,,,
Helianthus tuberosus,Helianthus,Jerusalem-artichoke,2,tuber,winter,,"FP, FD",2,2,34,563,y,,,,
Helianthus tuberosus,Helianthus,Jerusalem-artichoke,2,tuber,early_spring,,"FP, FD",2,2,34,563,y,,,,
Ambrosia trifida,Ambrosia,Giant ragweed,1,seed/grain,early_fall,,DS,3,1,34,565,y,,,seeds ripen while plants are still green,
Ambrosia trifida,Ambrosia,Giant ragweed,1,shoot,growing,,DS,2,1,34,565,y,,,eat pith from center of half-grown stalks. Guessing seasonality,
Atriplex,Atriplex,Orache,1,leafy_greens,growing,spring/early_summer/mid_summer,"DS, SS",3,1,34,568,y,,,,
Atriplex,Atriplex,Orache,1,seed/grain,late_summer,,"DS, SS",2,1,34,568,y,,,,
Atriplex,Atriplex,Orache,1,seed/grain,fall,,"DS, SS",2,1,34,568,y,,,,
Arisaema triphyllum,Arisaema,Jack-in-the-pulpit,1,tuber,dormant,,,1,3,34,569,y,,,,
Asparagus officinalis,Asparagus,Asparagus,2,shoot,spring,,FD,3,,35,571,y,,Baptisia,,
Salsola tragus,Salsola,Russian tumbleweed,1,leafy_greens,early_summer,,"DS, SS",3,,35,572,n,,,,
Amaranthus,Amaranthus,Amaranth,2,leafy_greens,late_spring,,DS,3,1,35,574,y,,,,
Amaranthus,Amaranthus,Amaranth,2,leafy_greens,early_summer,,DS,3,1,35,574,y,,,,
Amaranthus,Amaranthus,Amaranth,2,seed/grain,early_winter,,DS,3,1,35,574,y,,,,
Amaranthus blitoides,Amaranthus,Creeping amaranth,2,leafy_greens,spring,,,2,1,35,575,y,southern,,,
Amaranthus blitoides,Amaranthus,Creeping amaranth,2,leafy_greens,early_summer,,,2,1,35,575,y,southern,,,
Kochia scoparia,Kochia,Kochia,1,leafy_greens,late_spring,,DS,2,,35,576,n,,,,
Kochia scoparia,Kochia,Kochia,1,leafy_greens,early_summer,,DS,2,,35,576,n,,,,
Kochia scoparia,Kochia,Kochia,1,leafy_greens,mid_summer,,DS,2,,35,576,n,,,,
Kochia scoparia,Kochia,Kochia,1,seed/grain,late_summer,,DS,2,,35,576,n,,,guessing seasonality,
Kochia scoparia,Kochia,Kochia,1,seed/grain,early_fall,,DS,2,,35,576,n,,,guessing seasonality,
Portulaca oleracea,Portulaca,Purslane,1,leafy_greens,late_spring,,DS,3,1,35,577,y,,,seasonality from disturbed soil forage chart,
Portulaca oleracea,Portulaca,Purslane,1,leafy_greens,summer,,DS,3,1,35,577,y,,,seasonality from disturbed soil forage chart,
Portulaca oleracea,Portulaca,Purslane,1,leafy_greens,early_fall,,DS,3,1,35,577,y,,,seasonality from disturbed soil forage chart,
Portulaca oleracea,Portulaca,Purslane,1,seed/grain,late_summer,,DS,2,1,35,577,y,,,,
Portulaca oleracea,Portulaca,Purslane,1,seed/grain,fall,,DS,2,1,35,577,y,,,,
Conyza canadensis,Conyza,Horseweed,2,seasoning,spring,,DS,,1,35,580,y,,,new leaves and tender stem tips. Guessing seasonality,
Conyza canadensis,Conyza,Horseweed,2,seasoning,early_summer,,DS,,1,35,580,y,,,new leaves and tender stem tips. Guessing seasonality,
Reynoutria japonica,Reynoutria,Japanese knotweed,1,shoot,spring,,"FP, BL",2,,35,582,i,,,,
Reynoutria sachalinensis,Reynoutria,Giant knotweed,1,shoot,spring,,,2,,35,582,i,,,,
Persicaria,Persicaria,Smartweed,1,leafy_greens,growing,spring/early_summer,"FP, DS, M",2,1,35,583,y,,,,
Polygonum erectum,Polygonum,Erect knotweed,2,leafy_greens,growing,spring/early_summer,,1,3,35,584,y,,,,
Polygonum erectum,Polygonum,Erect knotweed,2,seed/grain,late_fall,,,2,3,35,584,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,leafy_greens,spring,,FP,1,2,35,587,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,leafy_greens,early_summer,,FP,1,2,35,587,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,shoot,spring,,FP,2,2,35,587,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,shoot,early_summer,,FP,2,2,35,587,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,petiole,spring,,FP,2,2,35,587,y,,,,
Rumex triangulivalvis,Rumex,Willow-leaved dock,1,petiole,early_summer,,FP,2,2,35,587,y,,,,
Phytolacca americana,Phytolacca,Pokeweed,2,shoot,spring,,"FD, BL, DS",3,1,35,588,y,,,"Toxic when raw, fine when cooked. Boil with two changes of water",
Phytolacca americana,Phytolacca,Pokeweed,2,leafy_greens,spring,,"FD, BL, DS",3,1,35,588,y,,,"Toxic when raw, fine when cooked. Boil with two changes of water",
Epilobium angustifolium,Epilobium,Fireweed,1,shoot,spring,,"NCBF, FD",1,2,35,589,y,,,guessing seasonality,
Epilobium angustifolium,Epilobium,Fireweed,1,pith,spring,,"NCBF, FD",2,2,35,589,y,,,guessing seasonality,
Epilobium angustifolium,Epilobium,Fireweed,1,steeped_beverage,growing,,"NCBF, FD",,2,35,589,y,,,dried leaves make good tea,
Parietaria pensylvanica,Parietaria,American pellitory,2,leafy_greens,spring,,DS,2,2,35,590,y,,,seasonality from disturbed soil forage chart,
Parietaria pensylvanica,Parietaria,American pellitory,2,leafy_greens,late_winter,,DS,2,2,35,590,y,,,seasonality from disturbed soil forage chart,
Comandra umbellata,Comandra,Bastard toadflax,1,seed/grain,mid_summer,,SMGP,2,1,35,592,y,,,guessing seasonality,
Comandra umbellata,Comandra,Bastard toadflax,1,seed/grain,late_summer,,SMGP,2,1,35,592,y,,,guessing seasonality,
Commelina communis,Commelina,Common dayflower,1,leafy_greens,spring,,DS,2,,35,593,n,,,seasonality from disturbed soil forage chart,
Commelina communis,Commelina,Common dayflower,1,leafy_greens,early_summer,,DS,2,,35,593,n,,,seasonality from disturbed soil forage chart,
Commelina communis,Commelina,Common dayflower,1,leafy_greens,late_fall,,DS,2,,35,593,n,,,seasonality from disturbed soil forage chart,
Streptopus amplexifolius,Streptopus,White twisted-stalk,2,shoot,spring,,NCBF,3,3,35,595,y,,False hellebore,,
Streptopus amplexifolius,Streptopus,White twisted-stalk,2,shoot,early_summer,,NCBF,3,3,35,595,y,,False hellebore,,
Streptopus amplexifolius,Streptopus,White twisted-stalk,2,leafy_greens,spring,,NCBF,3,3,35,595,y,,False hellebore,,
Streptopus amplexifolius,Streptopus,White twisted-stalk,2,leafy_greens,early_summer,,NCBF,3,3,35,595,y,,False hellebore,,
Streptopus amplexifolius,Streptopus,White twisted-stalk,2,berry,late_summer,,NCBF,1,1,35,595,y,,False hellebore,berries reported as a laxative when consumed in quantity,
Streptopus lanceolatus,Streptopus,Rosy twisted-stalk,2,leafy_greens,spring,,NCBF,2,2,35,596,y,,,tender tips,
Streptopus lanceolatus,Streptopus,Rosy twisted-stalk,2,leafy_greens,early_summer,,NCBF,2,2,35,596,y,,,tender tips,
Streptopus lanceolatus,Streptopus,Rosy twisted-stalk,2,berry,late_summer,,NCBF,1,2,35,596,y,,,,
Uvularia grandiflora,Uvularia,Large bellwort,2,shoot,spring,,MF,2,2,35,596,y,,,,
Uvularia grandiflora,Uvularia,Large bellwort,2,leafy_greens,spring,,MF,1,2,35,596,y,,,,
Polygonatum biflorum,Polygonatum,Smooth Solomon's seal,2,rhizome,year,dormant,DDFW,1,3,35,598,y,,,,
Polygonatum biflorum,Polygonatum,Smooth Solomon's seal,2,shoot,spring,,DDFW,3,3,35,598,y,,,,
Maianthemum racemosum,Maianthemum,False Solomon's seal,3,rhizome,year,,"DDFW, NCBF",1,3,35,599,y,,False hellebore,,
Maianthemum racemosum,Maianthemum,False Solomon's seal,3,shoot,spring,,"DDFW, NCBF",2,2,35,599,y,,False hellebore,,
Maianthemum racemosum,Maianthemum,False Solomon's seal,3,berry,fall,,"DDFW, NCBF",1,1,35,599,y,,False hellebore,,
Chenopodium,Chenopodium,Lambsquarters,1,leafy_greens,growing,late_spring/early_summer,DS,3,1,35,601,y,,,,
Chenopodium,Chenopodium,Lambsquarters,1,seed/grain,late_summer,,DS,2,1,36,601,y,,,,
Chenopodium,Chenopodium,Lambsquarters,1,seed/grain,fall,,DS,2,1,36,601,y,,,,
Impatiens,Impatiens,Jewelweed,1,leafy_greens,spring,,S,1,2,36,602,y,,,,
Impatiens,Impatiens,Jewelweed,1,seed/grain,spring,,S,2,1,36,602,y,,,,
Helianthus annuus,Helianthus,Sunflower,1,seed/grain,late_summer,,DS,3,1,36,603,y,,,,
Helianthus annuus,Helianthus,Sunflower,1,seed/grain,early_fall,,DS,3,1,36,603,y,,,,
Helianthus annuus,Helianthus,Sunflower,1,bud,growing,,DS,1,1,36,603,y,,,guessing seasonality,
Abutilon theophrasti,Abutilon,Velvetleaf,1,peeled_shoot,spring,,DS,1,,36,604,n,,,guessing seasonality,
Abutilon theophrasti,Abutilon,Velvetleaf,1,peeled_shoot,early_summer,,DS,1,,36,604,n,,,guessing seasonality,
Abutilon theophrasti,Abutilon,Velvetleaf,1,leafy_greens,spring,,DS,1,,36,604,n,,,guessing seasonality,
Abutilon theophrasti,Abutilon,Velvetleaf,1,leafy_greens,early_summer,,DS,1,,36,604,n,,,guessing seasonality,
Abutilon theophrasti,Abutilon,Velvetleaf,1,seed/grain,late_spring,,DS,1,,36,604,n,,,guessing seasonality. Unripe seeds,
Abutilon theophrasti,Abutilon,Velvetleaf,1,seed/grain,summer,,DS,1,,36,604,n,,,guessing seasonality. Unripe/ripe seeds,
Solanum nigrum,Solanum,Black nightshade,2,leafy_greens,spring,,DS,3,1,36,606,y,,,boil or steam. Older leaves are mildly toxic,
Solanum nigrum,Solanum,Black nightshade,2,leafy_greens,early_summer,,DS,3,1,36,606,y,,,boil or steam. Older leaves are mildly toxic,
Solanum nigrum,Solanum,Black nightshade,2,berry,mid_summer,,DS,3,1,36,606,y,,,,
Solanum nigrum,Solanum,Black nightshade,2,berry,late_summer,,DS,3,1,36,606,y,,,,
Solanum nigrum,Solanum,Black nightshade,2,berry,fall,,DS,3,1,36,606,y,,,,
Physalis,Physalis,Ground-cherry,1,berry,late_summer,,"FP, FD, SMGP",2,1,36,607,y,,,,
Physalis,Physalis,Ground-cherry,1,berry,fall,,"FP, FD, SMGP",2,1,36,607,y,,,,
Laportea canadensis,Laportea,Wood nettle,2,shoot,mid_spring,,"MF, FP",3,2,36,609,y,,,,
Laportea canadensis,Laportea,Wood nettle,2,leafy_greens,late_spring,,"MF, FP",3,2,36,609,y,,,tender leafy tops,
Laportea canadensis,Laportea,Wood nettle,2,leafy_greens,summer,,"MF, FP",3,2,36,609,y,,,tender leafy tops,
Laportea canadensis,Laportea,Wood nettle,2,seed/grain,fall,,"MF, FP",2,2,36,609,y,,,,
Artemisia serrata,Artemisia,Serrated sage,1,seasoning,spring,,,,1,36,610,y,,,,
Artemisia serrata,Artemisia,Serrated sage,1,seasoning,early_summer,,,,1,36,610,y,,,,
Artemisia serrata,Artemisia,Serrated sage,1,steeped_beverage,spring,,,,1,36,610,y,,,,
Artemisia serrata,Artemisia,Serrated sage,1,steeped_beverage,early_summer,,,,1,36,610,y,,,,
Solidago canadensis,Solidago,Common goldenrod,2,lateral_shoot,summer,,FD,2,1,36,611,y,,,,
Solidago canadensis,Solidago,Common goldenrod,2,shoot,growing,,FD,1,1,36,611,y,,,guessing seasonality,
Solidago canadensis,Solidago,Common goldenrod,2,steeped_beverage,growing,,FD,,1,36,611,y,,,use leaves for tea,
Penthorum sedoides,Penthorum,Ditch stonecrop,3,leafy_greens,early_summer,,,1,2,36,612,y,,,,
Hylotelephium telephium,Hylotelephium,Orpine,1,tuber,dormant,,,1,,36,613,n,,,,
Hylotelephium telephium,Hylotelephium,Orpine,1,leafy_greens,spring,,,1,,36,613,n,,,,
Hylotelephium telephium,Hylotelephium,Orpine,1,leafy_greens,early_summer,,,1,,36,613,n,,,,
Artemisia vulgaris,Artemisia,Mugwort,2,seasoning,spring,,FD,,,37,618,n,,,young shoots and leaves,
Artemisia vulgaris,Artemisia,Mugwort,2,steeped_beverage,growing,,FD,,,37,618,n,,,use fresh or dried leaves for tea,
Hydrocotyle americana,Hydrocotyle,Common pennywort,1,leafy_greens,growing,,"SBF, S",1,2,37,620,y,,,,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,leafy_greens,early_summer,,M,1,2,37,625,y,,,rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,flower,mid_summer,,M,2,2,37,625,y,,,rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,flower,late_summer,,M,2,2,37,625,y,,,rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,bud,mid_summer,,M,1,2,37,625,y,,,rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,bud,late_summer,,M,1,2,37,625,y,,,rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,pod,late_summer,,M,3,2,37,625,y,,,seasonality from marsh forage chart. Rare,
Hibiscus moscheutos,Hibiscus,Swamp rose mallow,1,pod,early_fall,,M,3,2,37,625,y,,,seasonality from marsh forage chart. Rare,
Althaea officinalis,Althaea,Marsh mallow,1,roots,year,,,2,,37,629,n,,,very rare,
Althaea officinalis,Althaea,Marsh mallow,1,shoot,late_spring,,,1,,37,629,n,,,very rare,
Althaea officinalis,Althaea,Marsh mallow,1,leafy_greens,spring,,,1,,37,629,n,,,very rare. Guessing seasonality,
Althaea officinalis,Althaea,Marsh mallow,1,leafy_greens,early_summer,,,1,,37,629,n,,,very rare. Guessing seasonality,
Althaea officinalis,Althaea,Marsh mallow,1,flower,growing,,,2,,37,629,n,,,very rare,
Althaea officinalis,Althaea,Marsh mallow,1,pod,growing,,,2,,37,629,n,,,very rare,
Xanthium strumarium,Xanthium,Cocklebur,1,seed/grain,late_summer,,SS,2,1,37,630,y,,,,
Xanthium strumarium,Xanthium,Cocklebur,1,seed/grain,fall,,SS,2,1,37,630,y,,,,
Cycloloma atriplicifolium,Cycloloma,Tumble ringwing,1,seed/grain,late_summer,,,1,1,37,632,y,,,rare,
Chenopodium ambrosioides,Chenopodium,Epazote,2,seasoning,growing,,FP,,,37,633,n,,,rare. Use dried or fresh leaves as a seasoning (usually in Mexican cuisine),
Chenopodium hybridum,Chenopodium,Maple-leaved goosefoot,2,leafy_greens,late_spring,,DS,3,1,37,634,y,,,,
Chenopodium hybridum,Chenopodium,Maple-leaved goosefoot,2,leafy_greens,summer,,DS,3,1,37,634,y,,,,
Chenopodium hybridum,Chenopodium,Maple-leaved goosefoot,2,seed/grain,fall,,DS,2,1,37,634,y,,,seasonality from disturbed soil forage chart,
Chenopodium hybridum,Chenopodium,Maple-leaved goosefoot,2,seed/grain,winter,,DS,2,1,37,634,y,,,seasonality from disturbed soil forage chart,
Cirsium arvense,Cirsium,Canada thistle,1,lateral_shoot,summer,,FD,3,,37,636,i,,,seasonality from fields forage chart,
Cirsium arvense,Cirsium,Canada thistle,1,peeled_shoot,late_spring,,FD,3,,37,636,i,,,seasonality from fields forage chart,
Cirsium arvense,Cirsium,Canada thistle,1,peeled_shoot,early_summer,,FD,3,,37,636,i,,,seasonality from fields forage chart,
Erechtites hieracifolia,Erechtites,Burnweed,2,leafy_greens,early_summer,,,1,1,37,637,y,,,,
Hibiscus trionum,Hibiscus,Flower-of-an-hour,1,leafy_greens,mid_summer,,DS,3,,38,640,n,,,all tender new parts,
Hibiscus trionum,Hibiscus,Flower-of-an-hour,1,leafy_greens,late_summer,,DS,3,,38,640,n,,,all tender new parts,
Hibiscus trionum,Hibiscus,Flower-of-an-hour,1,leafy_greens,early_fall,,DS,3,,38,640,n,,,all tender new parts,
Hibiscus trionum,Hibiscus,Flower-of-an-hour,1,seed/grain,late_summer,,DS,1,,38,640,n,,,,
Hibiscus trionum,Hibiscus,Flower-of-an-hour,1,seed/grain,early_fall,,DS,1,,38,640,n,,,,
Oxalis stricta,Oxalis,Yellow wood sorrel,1,leafy_greens,growing,spring/early_summer,YL,3,1,38,641,y,,,,
Oxalis stricta,Oxalis,Yellow wood sorrel,1,pod,late_summer,,YL,2,1,38,641,y,,,,
Oxalis stricta,Oxalis,Yellow wood sorrel,1,pod,fall,,YL,2,1,38,641,y,,,,
Oxalis dillenii,Oxalis,Yellow wood sorrel,1,leafy_greens,growing,spring/early_summer,YL,3,1,38,641,y,,,,
Oxalis dillenii,Oxalis,Yellow wood sorrel,1,pod,late_summer,,YL,2,1,38,641,y,,,,
Oxalis dillenii,Oxalis,Yellow wood sorrel,1,pod,fall,,YL,2,1,38,641,y,,,,
Polanisia dodecandra,Polanisia,Clammy weed,1,leafy_greens,growing,spring/mid_summer,"SMGP, DS",3,2,38,643,y,,,tender tops,
Polanisia dodecandra,Polanisia,Clammy weed,1,seed/grain,growing,,"SMGP, DS",2,2,38,643,y,,,guessing seasonality,
Floerkea proserpinacoides,Floerkea,Hot mermaid,2,leafy_greens,spring,,"FP, SBF, S",3,2,38,644,y,,,,
Desmodium glutinosum,Desmodium,Point-leaf tick trefoil,1,seed/grain,late_summer,,,3,1,38,645,y,,,,
Desmodium glutinosum,Desmodium,Point-leaf tick trefoil,1,seed/grain,early_fall,,,3,1,38,645,y,,,,
Melilotus albus,Melilotus,White sweet clover,2,steeped_beverage,growing,,,,,38,646,n,,,use fresh or dried leaves for tea,
Melilotus albus,Melilotus,White sweet clover,2,seasoning,growing,,,,,38,646,n,,,young leaves and tips,
Melilotus officinalis,Melilotus,Yellow sweet clover,2,steeped_beverage,growing,,,,,38,646,n,,,use fresh or dried leaves for tea,
Melilotus officinalis,Melilotus,Yellow sweet clover,2,seasoning,growing,,,,,38,646,n,,,young leaves and tips,
Aralia racemosa,Aralia,Spikenard,2,shoot,spring,,DDFW,3,2,38,654,y,,,,
Aralia racemosa,Aralia,Spikenard,2,berry,late_summer,,DDFW,1,1,38,654,y,,,guessing seasonality,
Aralia racemosa,Aralia,Spikenard,2,berry,early_fall,,DDFW,1,1,38,654,y,,,guessing seasonality,
Aralia racemosa,Aralia,Spikenard,2,seasoning,year,dormant,DDFW,,3,38,654,y,,,guessing seasonality,
Aralia hispida,Aralia,Bristly sarsaparilla,2,peeled_shoot,late_spring,,,1,2,38,655,y,,,,
